contact_id,acquisition_channel,signup_date,has_purchase,days_since_last_activity,consent_status,consent_source,page_views,key_page_views,email_clicks,form_submits,demo_request,webinar_signup
L00660,Paid Search,2025-12-09,0,158,unknown,unknown,3,2,0,0,0,0
L00661,Paid Search,2026-01-22,0,104,opted_out,gated_content,9,2,0,0,1,0
L00662,Paid Search,2026-02-18,0,44,opted_in,newsletter,2,2,2,1,1,0
L00663,Paid Search,2026-02-04,0,133,unknown,unknown,12,3,0,1,0,0
L00664,Paid Search,2025-12-16,0,122,opted_in,import,1,1,3,0,0,0
L00665,Paid Search,2026-03-20,0,82,opted_in,import,5,3,1,0,0,0
L00666,Paid Search,2026-01-10,0,105,opted_in,gated_content,0,0,1,0,0,0
L00667,Paid Search,2026-05-03,0,114,opted_in,newsletter,5,0,0,0,0,0
L00668,Paid Search,2025-12-26,0,11,opted_out,import,1,1,0,1,0,0
L00669,Paid Search,2026-04-04,0,94,opted_in,gated_content,4,3,2,2,0,0
L00670,Paid Search,2026-02-07,0,122,opted_in,newsletter,14,0,1,1,0,0
L00671,Paid Search,2026-04-25,0,134,opted_in,import,6,0,3,0,0,0
L00672,Paid Search,2026-04-08,0,93,opted_in,event,0,0,0,1,0,0
L00673,Paid Search,2026-01-11,0,142,opted_in,gated_content,7,2,4,2,1,0
L00674,Paid Search,2026-01-06,0,112,opted_in,import,9,2,2,1,1,1
L00675,Paid Search,2025-12-22,0,20,unknown,unknown,12,1,0,1,1,0
L00676,Paid Search,2025-12-24,0,91,opted_in,import,12,3,4,0,0,1
L00677,Paid Search,2026-04-22,0,141,opted_out,signup_form,0,0,0,0,0,0
L00678,Paid Search,2026-03-22,0,43,opted_in,event,6,2,0,0,0,0
L00679,Paid Search,2026-04-25,0,69,opted_out,import,10,0,0,1,1,0
L00680,Paid Search,2025-12-12,0,105,opted_in,event,10,1,0,2,1,0
L00681,Paid Search,2026-03-20,0,44,opted_in,gated_content,14,4,3,0,0,0
L00682,Paid Search,2026-05-12,0,76,opted_in,signup_form,10,2,4,2,0,1
L00683,Paid Search,2026-02-15,0,102,opted_in,newsletter,10,0,2,0,0,0
L00684,Paid Search,2026-05-12,0,129,unknown,unknown,9,1,0,0,1,0
L00685,Paid Search,2026-01-04,0,85,opted_in,gated_content,11,2,3,0,0,0
L00686,Paid Search,2026-05-02,0,99,opted_in,newsletter,7,2,4,0,0,0
L00687,Paid Search,2026-05-28,0,51,unknown,unknown,7,2,0,2,1,0
L00688,Paid Search,2026-02-01,0,98,opted_in,signup_form,4,3,1,2,0,0
L00689,Paid Search,2026-01-23,0,119,opted_in,event,11,0,2,1,1,0
L00690,Paid Search,2026-04-20,0,80,opted_in,newsletter,11,2,6,0,0,0
L00691,Paid Search,2026-04-14,0,70,opted_in,signup_form,5,1,4,1,0,0
L00692,Paid Search,2026-04-16,0,122,opted_in,gated_content,4,0,4,0,0,0
L00693,Paid Search,2026-03-07,0,93,opted_in,import,5,2,1,0,0,0
L00694,Paid Search,2026-01-08,0,62,unknown,unknown,13,4,0,2,0,1
L00695,Paid Search,2026-02-09,0,66,opted_in,signup_form,8,2,3,0,0,0
L00696,Paid Search,2026-01-06,0,91,opted_out,event,4,0,0,1,0,0
L00697,Paid Search,2026-01-17,0,111,opted_out,import,3,0,0,0,0,0
L00698,Paid Search,2026-05-12,0,159,opted_out,import,9,1,0,1,0,0
L00699,Paid Search,2026-03-02,0,120,opted_in,gated_content,12,1,4,2,0,0
L00700,Paid Search,2026-02-22,0,48,opted_in,signup_form,15,2,5,2,1,1
L00701,Paid Search,2026-04-10,0,68,opted_in,import,11,3,1,0,0,0
L00702,Paid Search,2026-05-28,0,98,unknown,unknown,2,1,0,0,1,0
L00703,Paid Search,2025-12-07,0,87,opted_in,event,5,2,4,2,0,0
L00704,Paid Search,2025-12-20,0,138,opted_in,newsletter,0,0,1,0,0,0
L00705,Paid Search,2026-02-10,0,137,opted_in,newsletter,5,0,1,0,0,0
L00706,Paid Search,2026-02-25,0,95,opted_out,gated_content,6,0,0,0,0,0
L00707,Paid Search,2025-12-20,0,112,unknown,unknown,5,3,0,0,0,0
L00708,Paid Search,2026-05-05,0,165,opted_out,signup_form,1,0,0,0,0,0
L00709,Paid Search,2025-12-10,0,113,opted_in,signup_form,9,1,2,0,0,1
L00710,Paid Search,2026-02-04,0,91,opted_in,event,7,1,7,2,0,0
L00711,Paid Search,2026-03-21,0,113,opted_in,signup_form,8,2,3,0,0,0
L00712,Paid Search,2026-04-23,0,110,opted_in,event,3,0,0,0,0,0
L00713,Paid Search,2026-04-26,0,82,opted_in,gated_content,9,2,3,0,1,0
L00714,Paid Search,2026-01-01,0,90,opted_in,newsletter,7,1,2,3,0,0
L00715,Paid Search,2026-02-09,0,112,opted_in,newsletter,3,1,3,0,0,0
L00716,Paid Search,2026-05-26,0,76,opted_in,newsletter,14,1,2,0,0,0
L00717,Paid Search,2026-05-12,0,107,unknown,unknown,3,3,0,0,0,0
L00718,Paid Search,2026-02-23,0,58,opted_out,gated_content,10,2,0,0,0,0
L00719,Paid Search,2026-05-07,0,70,unknown,unknown,5,2,0,0,0,0
L00720,Paid Search,2026-05-10,0,80,unknown,unknown,12,1,0,0,0,1
L00721,Paid Search,2026-03-01,0,61,unknown,unknown,13,3,0,1,0,0
L00722,Paid Search,2025-12-04,0,120,unknown,unknown,1,1,0,0,0,0
L00723,Paid Search,2026-01-15,0,85,opted_in,event,10,1,5,0,0,0
L00724,Paid Search,2026-01-05,0,74,unknown,unknown,7,2,0,0,0,0
L00725,Paid Search,2026-04-11,0,144,opted_in,gated_content,2,0,0,0,0,0
L00726,Paid Search,2026-03-19,0,123,unknown,unknown,2,0,0,0,0,0
L00727,Paid Search,2026-02-21,0,117,opted_in,event,3,2,2,1,0,0
L00728,Paid Search,2026-04-07,0,42,unknown,unknown,15,4,0,0,1,0
L00729,Paid Search,2026-01-19,0,35,unknown,unknown,8,3,0,0,0,0
L00730,Paid Search,2026-04-08,0,108,opted_in,newsletter,5,2,5,0,0,0
L00731,Paid Search,2026-02-01,0,69,unknown,unknown,10,2,0,0,0,1
L00732,Paid Search,2026-01-19,0,96,opted_in,import,7,1,3,0,0,0
L00733,Paid Search,2026-04-10,0,145,opted_out,gated_content,1,0,0,0,0,0
L00734,Paid Search,2025-12-25,0,96,opted_in,event,7,0,0,0,0,0
L00735,Paid Search,2026-01-17,0,113,opted_in,newsletter,4,0,4,2,0,0
L00736,Paid Search,2026-05-12,0,120,opted_in,newsletter,6,0,3,0,0,0
L00737,Paid Search,2026-05-03,0,63,opted_in,gated_content,3,1,4,0,0,0
L00738,Paid Search,2026-01-14,0,40,unknown,unknown,7,3,0,0,0,1
L00739,Paid Search,2026-05-07,0,57,opted_in,event,10,3,3,1,1,1
L00740,Paid Search,2025-12-19,0,133,opted_in,event,8,1,0,0,1,0
L00741,Paid Search,2026-05-20,0,66,opted_in,signup_form,4,2,4,1,0,0
L00742,Paid Search,2026-05-13,0,31,unknown,unknown,17,2,0,2,1,0
L00743,Paid Search,2026-02-25,0,88,unknown,unknown,7,0,0,1,0,0
L00744,Paid Search,2025-12-08,0,58,opted_in,import,10,3,6,2,1,1
L00745,Paid Search,2026-01-09,0,105,unknown,unknown,10,1,0,1,0,1
L00746,Paid Search,2026-03-08,0,98,opted_in,signup_form,9,2,0,0,0,0
L00747,Paid Search,2026-03-23,0,54,opted_in,signup_form,7,0,2,0,1,0
L00748,Paid Search,2026-02-04,0,71,opted_in,import,10,3,5,2,0,0
L00749,Paid Search,2026-05-06,0,125,unknown,unknown,8,2,0,0,0,0
L00750,Paid Search,2025-12-16,0,139,opted_in,event,5,0,1,0,0,0
L00751,Paid Search,2026-01-16,0,39,opted_in,event,11,3,3,1,0,0
L00752,Paid Search,2026-04-21,0,104,opted_out,signup_form,7,2,0,2,0,0
L00753,Paid Search,2025-12-16,0,21,opted_in,gated_content,13,0,3,2,0,0
L00754,Paid Search,2026-05-20,0,92,opted_in,event,5,2,2,0,0,1
L00755,Paid Search,2026-02-15,0,27,opted_in,import,12,2,4,0,1,0
L00756,Paid Search,2026-05-28,0,89,opted_in,newsletter,4,3,0,0,0,1
L00757,Paid Search,2026-02-20,0,69,opted_in,signup_form,9,1,4,1,0,1
L00758,Paid Search,2026-01-20,0,95,unknown,unknown,5,0,0,1,0,0
L00759,Paid Search,2025-12-20,0,34,opted_in,import,8,2,1,1,0,0
L00760,Paid Search,2026-01-08,0,53,opted_in,event,14,2,5,1,0,0
L00761,Paid Search,2026-02-01,0,98,opted_in,signup_form,3,0,0,0,0,1
L00762,Paid Search,2026-04-17,0,124,opted_in,import,2,2,0,0,0,1
L00763,Paid Search,2026-02-16,0,56,unknown,unknown,3,1,0,0,0,0
L00764,Paid Search,2026-04-09,0,79,unknown,unknown,8,1,0,1,0,0
L00765,Paid Search,2026-04-04,0,103,opted_in,gated_content,8,2,4,0,1,0
L00766,Paid Search,2026-05-24,0,59,opted_in,newsletter,5,0,3,0,0,0
L00767,Paid Search,2026-01-02,0,78,opted_out,gated_content,6,1,0,1,1,1
L00768,Paid Search,2026-05-23,0,162,opted_out,event,3,0,0,0,0,0
L00769,Paid Search,2026-02-07,0,150,opted_out,gated_content,4,0,0,0,0,0
L00770,Paid Search,2026-01-03,0,67,opted_in,gated_content,8,0,3,2,0,0
L00771,Paid Search,2026-05-08,0,75,opted_in,signup_form,8,1,1,1,0,0
L00772,Paid Search,2026-01-20,0,91,opted_in,gated_content,5,1,4,0,0,0
L00773,Paid Search,2026-02-16,0,34,unknown,unknown,8,1,0,2,0,0
L00774,Paid Search,2026-01-26,0,50,opted_in,signup_form,8,2,1,1,0,1
L00775,Paid Search,2026-04-23,0,95,opted_in,event,9,2,1,0,0,0
L00776,Paid Search,2026-01-21,0,70,opted_in,import,5,0,0,0,0,0
L00777,Paid Search,2026-03-19,0,105,opted_in,newsletter,9,3,0,1,0,0
L00778,Paid Search,2026-02-07,0,37,unknown,unknown,12,4,0,0,0,0
L00779,Paid Search,2026-05-22,0,70,opted_out,signup_form,8,1,0,1,0,0
L00780,Paid Search,2026-03-24,0,71,opted_out,event,8,1,0,1,0,0
L00781,Paid Search,2026-05-10,0,0,opted_in,event,19,2,0,1,0,1
L00782,Paid Search,2026-04-28,0,47,unknown,unknown,9,2,0,2,0,0
L00783,Paid Search,2026-02-10,0,67,opted_in,signup_form,9,1,0,0,0,1
L00784,Paid Search,2026-04-22,0,67,opted_in,signup_form,11,2,7,2,1,0
L00785,Paid Search,2026-02-25,0,114,opted_in,signup_form,2,0,1,1,0,0
L00786,Paid Search,2026-01-05,0,71,opted_in,newsletter,9,2,4,0,1,1
L00787,Paid Search,2026-04-02,0,111,opted_in,signup_form,1,0,3,0,0,0
L00788,Paid Search,2026-04-23,0,103,opted_in,event,10,0,0,0,0,0
L00789,Paid Search,2026-01-27,0,135,opted_in,import,9,0,4,0,0,0
L00790,Paid Search,2026-03-16,0,102,opted_in,event,14,3,2,1,0,0
L00791,Paid Search,2026-04-28,0,84,opted_in,import,6,0,4,0,0,0
L00792,Paid Search,2026-01-08,0,97,opted_in,import,5,0,0,0,1,0
L00793,Paid Search,2026-01-21,0,35,opted_in,gated_content,6,2,3,0,1,0
L00794,Paid Search,2026-05-04,0,64,opted_out,event,9,0,0,1,1,0
L00795,Paid Search,2026-02-01,0,109,opted_in,import,12,1,3,0,1,0
L00796,Paid Search,2026-01-10,0,124,opted_in,import,11,1,1,1,1,0
L00797,Paid Search,2026-05-14,0,98,opted_in,newsletter,9,2,0,1,0,0
L00798,Paid Search,2026-04-20,0,120,opted_in,event,7,3,3,1,1,0
L00799,Paid Search,2026-02-23,0,8,opted_in,signup_form,21,5,7,3,1,0
L00800,Paid Search,2026-03-19,0,110,opted_in,signup_form,8,3,5,2,0,1
L00801,Paid Search,2026-03-26,0,61,unknown,unknown,10,1,0,0,0,0
L00802,Paid Search,2025-12-13,0,135,opted_in,import,4,2,1,0,0,0
L00803,Paid Search,2026-02-10,0,106,opted_out,signup_form,1,0,0,0,0,0
L00804,Paid Search,2026-03-13,0,91,opted_in,signup_form,0,0,4,0,0,0
L00805,Paid Search,2026-01-11,0,100,opted_in,signup_form,5,2,3,0,0,0
L00806,Paid Search,2025-12-18,0,55,opted_in,import,5,2,1,1,0,0
L00807,Paid Search,2025-12-06,0,49,opted_out,signup_form,7,3,0,0,0,1
L00808,Paid Search,2026-05-25,0,42,opted_in,import,10,1,3,1,0,0
L00809,Paid Search,2026-05-25,0,91,opted_in,newsletter,12,1,3,0,0,0
L00810,Paid Search,2026-03-23,0,88,unknown,unknown,6,2,0,0,0,0
L00811,Paid Search,2026-04-27,0,48,opted_in,gated_content,10,3,3,0,0,0
L00812,Paid Search,2026-05-09,0,55,opted_out,newsletter,10,1,0,0,1,0
L00813,Paid Search,2026-05-15,0,34,opted_in,import,6,2,2,0,0,0
L00814,Paid Search,2025-12-16,0,98,opted_in,gated_content,6,1,0,1,0,0
L00815,Paid Search,2025-12-24,0,117,opted_in,event,0,0,1,0,0,0
L00816,Paid Search,2026-04-12,0,44,opted_in,gated_content,7,3,5,1,0,0
L00817,Paid Search,2026-05-25,0,27,unknown,unknown,14,1,0,2,1,1
L00818,Paid Search,2025-12-18,0,96,opted_in,signup_form,7,0,1,1,0,0
L00819,Paid Search,2025-12-18,0,53,opted_in,newsletter,7,2,3,1,0,0
L00820,Paid Search,2026-05-23,0,13,opted_in,newsletter,10,1,7,3,1,0
L00821,Paid Search,2026-05-05,0,44,unknown,unknown,11,6,0,0,0,0
L00822,Paid Search,2026-04-10,0,69,opted_out,event,6,1,0,1,1,0
L00823,Paid Search,2026-04-22,0,107,opted_in,gated_content,5,0,6,0,0,0
L00824,Paid Search,2025-12-17,0,51,opted_in,gated_content,11,1,1,0,0,0
L00825,Paid Search,2026-04-05,0,54,opted_in,import,9,0,0,2,0,0
L00826,Paid Search,2026-04-12,0,27,opted_out,event,5,2,0,1,0,0
L00827,Paid Search,2026-04-12,0,80,opted_in,import,4,2,0,1,0,0
L00828,Paid Search,2026-01-01,0,107,opted_in,event,4,0,0,0,0,0
L00829,Paid Search,2025-12-01,0,114,opted_in,event,0,0,2,1,0,0
L00830,Paid Search,2026-03-25,0,45,opted_in,import,7,2,5,0,0,0
L00831,Paid Search,2026-02-12,0,67,opted_in,newsletter,9,1,2,2,0,0
L00832,Paid Search,2026-05-12,0,101,unknown,unknown,4,2,0,0,0,0
L00833,Paid Search,2026-03-23,0,54,opted_in,gated_content,9,1,5,0,0,0
L00834,Paid Search,2026-03-01,0,53,unknown,unknown,10,4,0,0,1,0
L00835,Paid Search,2026-02-23,0,80,opted_in,import,7,0,5,0,0,0
L00836,Paid Search,2026-02-10,0,107,opted_in,event,5,2,2,2,0,0
L00837,Paid Search,2026-03-09,0,71,opted_in,signup_form,7,0,0,0,0,0
L00838,Paid Search,2026-02-19,0,105,opted_in,signup_form,5,1,4,1,1,0
L00839,Paid Search,2026-04-12,0,118,opted_in,gated_content,6,2,0,1,0,0
L00840,Paid Search,2026-03-11,0,23,unknown,unknown,10,2,0,1,0,0
L00841,Paid Search,2026-04-11,0,57,opted_in,newsletter,6,0,0,2,0,0
L00842,Paid Search,2026-04-14,0,75,unknown,unknown,12,1,0,1,0,1
L00843,Paid Search,2026-01-01,0,103,opted_in,newsletter,4,3,1,0,0,0
L00844,Paid Search,2026-04-06,0,92,opted_out,gated_content,10,1,0,1,0,1
L00845,Paid Search,2026-01-21,0,123,opted_in,gated_content,2,1,1,0,0,0
L00846,Paid Search,2026-01-03,0,64,opted_in,newsletter,11,4,1,0,0,0
L00847,Paid Search,2026-04-11,0,84,opted_in,gated_content,10,2,2,1,0,0
L00848,Paid Search,2026-02-10,0,64,unknown,unknown,7,3,0,0,1,0
L00849,Paid Search,2026-04-16,0,123,opted_in,import,6,4,6,0,0,0
L00850,Paid Search,2026-03-20,0,103,opted_in,signup_form,7,1,3,1,0,0
L00851,Paid Search,2025-12-26,0,33,opted_in,signup_form,6,2,0,1,0,0
L00852,Paid Search,2026-03-19,0,74,opted_in,event,7,1,2,1,0,0
L00853,Paid Search,2025-12-23,0,99,opted_in,import,2,2,0,0,0,0
L00854,Paid Search,2026-05-27,0,31,opted_out,gated_content,9,4,0,0,1,1
L00855,Paid Search,2026-01-20,0,3,opted_in,signup_form,8,0,4,2,0,0
L00856,Paid Search,2026-03-17,0,69,unknown,unknown,8,1,0,1,1,0
L00857,Paid Search,2025-12-03,0,38,unknown,unknown,6,1,0,1,0,0
L00858,Paid Search,2026-04-04,0,129,opted_out,event,1,0,0,0,0,0
L00859,Paid Search,2026-01-28,0,81,opted_in,import,0,0,0,0,0,0
L00860,Paid Search,2026-01-24,0,55,opted_out,signup_form,14,1,0,1,0,0
L00861,Paid Search,2026-01-16,0,115,unknown,unknown,7,1,0,0,0,0
L00862,Paid Search,2026-05-22,0,91,opted_in,newsletter,3,0,4,0,0,0
L00863,Paid Search,2026-01-22,0,101,opted_in,signup_form,7,0,0,1,0,0
L00864,Paid Search,2026-02-08,0,43,opted_in,signup_form,10,3,3,1,0,0
L00865,Paid Search,2026-03-03,0,93,opted_in,import,10,2,3,0,0,0
L00866,Paid Search,2026-03-22,0,110,opted_in,newsletter,7,0,0,2,0,0
L00867,Paid Search,2025-12-13,0,58,opted_out,event,12,2,0,1,0,0
L00868,Paid Search,2026-04-24,0,143,opted_in,newsletter,6,0,2,0,0,0
L00869,Paid Search,2025-12-23,0,43,opted_out,import,12,0,0,0,0,1
L00870,Paid Search,2025-12-19,0,6,opted_out,event,10,3,0,0,0,1
L00871,Paid Search,2025-12-16,0,52,unknown,unknown,11,2,0,0,1,0
L00872,Paid Search,2026-01-21,0,80,unknown,unknown,11,0,0,0,0,1
L00873,Paid Search,2026-02-12,0,122,unknown,unknown,7,3,0,1,0,0
L00874,Paid Search,2026-04-16,0,95,opted_in,gated_content,12,1,0,2,0,0
L00875,Paid Search,2025-12-14,0,119,opted_in,gated_content,5,0,0,0,0,0
L00876,Paid Search,2026-04-12,0,165,opted_in,event,2,2,1,1,0,0
L00877,Paid Search,2025-12-08,0,87,unknown,unknown,10,1,0,1,0,0
L00878,Paid Search,2026-01-25,0,123,opted_in,signup_form,1,1,6,0,0,0
L00879,Paid Search,2026-05-24,0,135,unknown,unknown,6,1,0,1,0,0
L00880,Paid Search,2026-02-19,0,54,opted_in,newsletter,11,3,5,1,0,0
L00881,Paid Search,2026-01-21,0,138,opted_in,signup_form,0,0,0,1,0,0
L00882,Paid Search,2026-03-18,0,120,opted_in,signup_form,4,3,2,1,0,0
L00883,Paid Search,2026-05-06,0,9,opted_in,newsletter,7,2,3,1,0,0
L00884,Paid Search,2026-01-20,0,115,opted_in,signup_form,9,0,2,1,0,0
L00885,Paid Search,2026-04-13,0,99,opted_out,gated_content,8,0,0,0,0,0
L00886,Paid Search,2026-05-16,0,71,unknown,unknown,5,0,0,0,1,0
L00887,Paid Search,2026-04-10,0,91,unknown,unknown,7,0,0,0,0,0
L00888,Paid Search,2026-03-27,0,40,opted_in,gated_content,18,2,4,1,1,0
L00889,Paid Search,2025-12-01,0,104,opted_in,newsletter,6,0,3,2,0,0
L00890,Paid Search,2026-01-18,0,62,opted_out,newsletter,6,1,0,1,0,1
L00891,Paid Search,2025-12-01,0,105,unknown,unknown,13,1,0,2,1,0
L00892,Paid Search,2026-02-28,0,107,opted_in,newsletter,8,2,1,1,0,0
L00893,Paid Search,2026-01-14,0,46,unknown,unknown,7,2,0,1,0,0
L00894,Paid Search,2025-12-02,0,91,opted_in,newsletter,0,0,6,2,0,0
L00895,Paid Search,2026-02-24,0,85,unknown,unknown,8,1,0,1,0,0
L00896,Paid Search,2026-01-22,0,107,opted_out,signup_form,7,0,0,1,0,0
L00897,Paid Search,2026-05-17,0,34,opted_in,import,10,1,3,0,0,0
L00898,Paid Search,2026-01-25,0,98,opted_in,gated_content,9,0,4,1,0,1
L00899,Paid Search,2025-12-10,0,129,unknown,unknown,8,0,0,0,1,0
L00900,Paid Search,2025-12-26,0,8,opted_out,import,14,4,0,1,1,1
L00901,Paid Search,2026-02-16,0,89,opted_out,gated_content,12,2,0,1,0,0
L00902,Paid Search,2025-12-16,0,73,opted_in,gated_content,2,0,7,0,1,0
L00903,Paid Search,2025-12-09,0,126,opted_in,import,3,2,0,1,0,0
L00904,Paid Search,2026-05-23,0,83,opted_out,newsletter,6,0,0,1,0,0
L00905,Paid Search,2026-02-13,0,114,unknown,unknown,2,0,0,0,0,0
L00906,Paid Search,2026-02-01,0,125,opted_in,import,7,3,3,1,0,0
L00907,Paid Search,2026-02-24,0,94,opted_in,event,8,4,5,2,0,0
L00908,Paid Search,2026-05-27,0,152,opted_out,import,6,0,0,0,0,0
L00909,Paid Search,2026-01-07,0,54,opted_in,event,12,0,5,2,0,0
L00910,Paid Search,2026-05-24,0,105,unknown,unknown,7,2,0,1,0,0
L00911,Paid Search,2025-12-09,0,24,opted_in,signup_form,11,2,3,1,0,0
L00912,Paid Search,2026-04-25,0,102,opted_in,signup_form,2,2,1,1,0,0
L00913,Paid Search,2026-04-25,0,54,unknown,unknown,9,1,0,0,0,0
L00914,Paid Search,2026-01-25,0,84,opted_out,event,4,1,0,1,0,0
L00915,Paid Search,2026-02-18,0,55,unknown,unknown,10,3,0,0,0,0
L00916,Paid Search,2026-01-08,0,77,unknown,unknown,3,3,0,0,0,0
L00917,Paid Search,2026-05-19,0,41,opted_in,signup_form,16,2,2,2,1,0
L00918,Paid Search,2025-12-24,0,83,opted_in,import,7,2,2,2,0,0
L00919,Paid Search,2026-03-23,0,59,opted_in,event,14,2,5,0,1,0
L00920,Paid Search,2026-03-22,0,53,opted_in,newsletter,14,3,0,0,1,0
L00921,Paid Search,2026-05-15,0,93,unknown,unknown,5,1,0,1,0,0
L00922,Paid Search,2026-03-19,0,125,opted_in,signup_form,8,1,0,0,0,0
L00923,Paid Search,2026-03-25,0,96,opted_in,newsletter,9,1,5,0,0,1
L00924,Paid Search,2026-03-11,0,148,opted_out,gated_content,0,0,0,1,0,0
L00925,Paid Search,2025-12-21,0,70,opted_in,event,4,0,1,0,0,0
L00926,Paid Search,2026-03-24,0,145,opted_in,gated_content,5,1,0,0,0,0
L00927,Paid Search,2026-03-27,0,93,opted_in,signup_form,2,1,3,1,0,0
L00928,Paid Search,2026-01-04,0,87,opted_in,event,9,2,2,1,0,0
L00929,Paid Search,2026-03-08,0,57,opted_in,newsletter,5,2,0,0,0,1
L00930,Paid Search,2025-12-13,0,96,opted_in,import,1,1,2,0,0,0
L00931,Paid Search,2026-03-15,0,108,unknown,unknown,9,1,0,0,0,0
L00932,Paid Search,2026-03-10,0,97,unknown,unknown,7,3,0,0,0,0
L00933,Paid Search,2026-01-16,0,87,opted_out,signup_form,9,1,0,0,0,0
L00934,Paid Search,2026-02-24,0,64,opted_in,signup_form,11,0,2,0,0,0
L00935,Paid Search,2026-03-13,0,61,opted_in,event,3,0,2,1,0,1
L00936,Paid Search,2026-05-23,0,100,opted_out,gated_content,6,0,0,0,1,0
L00937,Paid Search,2025-12-08,0,69,opted_out,import,7,2,0,0,0,0
L00938,Paid Search,2025-12-10,0,87,opted_in,signup_form,7,2,7,2,0,0
L00939,Paid Search,2026-03-23,0,70,opted_in,signup_form,9,4,1,1,0,0
L00940,Paid Search,2026-05-04,0,78,opted_in,import,6,2,2,0,0,0
L00941,Paid Search,2026-01-15,0,81,opted_in,signup_form,7,0,0,0,0,0
L00942,Paid Search,2026-04-21,0,85,opted_in,signup_form,2,0,0,0,0,0
L00943,Paid Search,2026-02-04,0,85,opted_in,import,8,0,6,1,1,0
L00944,Paid Search,2025-12-27,0,129,opted_in,event,7,1,1,2,0,0
L00945,Paid Search,2026-02-11,0,73,opted_in,newsletter,7,1,0,0,0,1
L00946,Paid Search,2026-02-14,0,151,opted_in,event,7,1,1,1,0,1
L00947,Paid Search,2026-02-04,0,64,opted_in,newsletter,13,2,3,0,1,0
L00948,Paid Search,2026-05-04,0,42,opted_in,import,10,3,5,3,1,1
L00949,Paid Search,2026-05-06,0,109,unknown,unknown,11,2,0,1,0,1
L00950,Paid Search,2026-01-09,0,42,opted_in,gated_content,14,1,4,0,0,1
L00951,Paid Search,2026-02-16,0,115,opted_in,gated_content,4,0,5,0,1,0
L00952,Paid Search,2026-01-28,0,76,opted_out,signup_form,10,2,0,1,0,0
L00953,Paid Search,2026-05-05,0,18,opted_in,signup_form,14,2,8,0,1,0
L00954,Paid Search,2025-12-25,0,78,opted_in,gated_content,6,1,0,1,0,0
L00955,Paid Search,2026-01-03,0,152,unknown,unknown,5,3,0,0,0,0
L00956,Paid Search,2026-02-20,0,101,opted_in,gated_content,9,1,7,2,0,0
L00957,Paid Search,2026-03-24,0,0,opted_out,event,11,3,0,3,1,0
L00958,Paid Search,2025-12-15,0,93,unknown,unknown,10,3,0,2,1,0
L00959,Paid Search,2026-01-26,0,88,opted_in,event,5,2,5,2,0,0
L00960,Paid Search,2026-03-20,0,113,opted_in,import,11,0,3,0,0,0
L00961,Paid Search,2026-03-19,0,87,opted_in,import,7,0,0,2,0,0
L00962,Paid Search,2025-12-01,0,71,opted_in,newsletter,6,0,0,0,0,0
L00963,Paid Search,2026-02-16,0,153,opted_in,event,3,0,1,1,0,0
L00964,Paid Search,2026-05-14,0,152,opted_out,import,4,0,0,0,0,0
L00965,Paid Search,2026-01-07,0,129,opted_out,gated_content,8,2,0,1,0,0
L00966,Paid Search,2026-04-14,0,95,opted_in,signup_form,12,1,4,1,0,0
L00967,Paid Search,2026-03-26,0,39,opted_in,import,11,1,0,0,0,0
L00968,Paid Search,2026-03-09,0,101,opted_in,gated_content,9,1,4,2,1,0
L00969,Paid Search,2026-03-18,0,61,opted_in,event,6,1,5,0,0,0
L00970,Paid Search,2026-02-12,0,136,opted_in,event,12,3,3,0,0,0
L00971,Paid Search,2026-01-18,0,126,opted_in,gated_content,2,0,2,0,0,0
L00972,Paid Search,2025-12-02,0,73,opted_in,event,10,1,3,2,0,0
L00973,Paid Search,2026-05-14,0,67,opted_in,gated_content,8,1,4,0,0,0
L00974,Paid Search,2026-03-26,0,38,opted_in,signup_form,15,2,7,1,1,0
L00975,Paid Search,2026-03-25,0,154,opted_in,import,6,0,0,0,0,0
L00976,Paid Search,2026-02-18,0,29,opted_in,signup_form,13,4,7,2,1,1
L00977,Paid Search,2025-12-23,0,121,opted_in,import,6,2,2,1,0,0
L00978,Paid Search,2025-12-21,0,91,opted_in,event,8,2,6,2,0,0
L00979,Paid Search,2026-04-01,0,77,unknown,unknown,4,0,0,1,0,0
L00980,Paid Search,2026-01-06,0,44,opted_in,event,10,1,1,1,0,0
L00981,Paid Search,2026-02-21,0,128,opted_out,import,5,1,0,1,0,0
L00982,Paid Search,2026-04-13,0,64,opted_out,event,8,3,0,0,0,0
L00983,Paid Search,2026-05-12,0,108,opted_in,import,9,1,2,1,1,0
L00984,Paid Search,2026-05-18,0,102,opted_in,event,7,1,1,0,0,0
L00985,Paid Search,2026-04-23,0,93,unknown,unknown,17,3,0,1,0,0
L00986,Paid Search,2026-05-19,0,54,opted_in,gated_content,14,2,6,2,0,0
L00987,Paid Search,2026-02-19,0,121,opted_out,signup_form,6,0,0,0,0,0
L00988,Paid Search,2026-01-03,0,114,opted_out,signup_form,6,2,0,1,0,1
L00989,Paid Search,2026-04-25,0,89,unknown,unknown,6,1,0,1,0,0
L00990,Paid Search,2025-12-25,0,99,opted_in,signup_form,9,1,2,0,1,0
L00991,Paid Search,2026-02-05,0,80,opted_in,signup_form,4,0,2,0,0,0
L00992,Paid Search,2026-03-22,0,84,opted_in,signup_form,2,0,3,0,0,1
L00993,Paid Search,2026-03-08,0,79,opted_out,gated_content,8,0,0,0,0,0
