customer_id,acquisition_channel,cohort_month,signup_date,order_id,order_date,order_value_eur
C00458,Paid Search,2026-04,2026-04-15,C00458-2,2026-05-29,76.35
C00459,Paid Search,2026-01,2026-01-05,C00459-1,2026-01-05,89.01
C00459,Paid Search,2026-01,2026-01-05,C00459-2,2026-02-07,73.31
C00460,Paid Search,2026-04,2026-04-08,C00460-1,2026-04-08,80.01
C00461,Paid Search,2026-03,2026-03-13,C00461-1,2026-03-13,73.94
C00461,Paid Search,2026-03,2026-03-13,C00461-2,2026-04-17,69.29
C00462,Paid Search,2026-04,2026-04-23,C00462-1,2026-04-23,92.13
C00462,Paid Search,2026-04,2026-04-23,C00462-2,2026-05-23,80.32
C00463,Paid Search,2025-12,2025-12-22,C00463-1,2025-12-22,48.78
C00463,Paid Search,2025-12,2025-12-22,C00463-2,2026-02-02,58.83
C00464,Paid Search,2026-01,2026-01-28,C00464-1,2026-01-28,88.38
C00465,Paid Search,2026-01,2026-01-28,C00465-1,2026-01-28,72.66
C00466,Paid Search,2026-01,2026-01-03,C00466-1,2026-01-03,85.59
C00467,Paid Search,2026-05,2026-05-23,C00467-1,2026-05-23,68.77
C00468,Paid Search,2026-04,2026-04-20,C00468-1,2026-04-20,75.0
C00469,Paid Search,2026-02,2026-02-24,C00469-1,2026-02-24,71.89
C00469,Paid Search,2026-02,2026-02-24,C00469-2,2026-03-28,75.32
C00470,Paid Search,2026-05,2026-05-15,C00470-1,2026-05-15,78.07
C00471,Paid Search,2025-12,2025-12-08,C00471-1,2025-12-08,32.21
C00471,Paid Search,2025-12,2025-12-08,C00471-2,2025-12-26,105.62
C00472,Paid Search,2026-03,2026-03-02,C00472-1,2026-03-02,124.66
C00472,Paid Search,2026-03,2026-03-02,C00472-2,2026-03-20,95.27
C00473,Paid Search,2026-02,2026-02-22,C00473-1,2026-02-22,72.3
C00473,Paid Search,2026-02,2026-02-22,C00473-2,2026-03-30,65.97
C00474,Paid Search,2026-02,2026-02-20,C00474-1,2026-02-20,91.91
C00474,Paid Search,2026-02,2026-02-20,C00474-2,2026-03-03,70.83
C00475,Paid Search,2026-04,2026-04-28,C00475-1,2026-04-28,62.07
C00476,Paid Search,2025-12,2025-12-14,C00476-1,2025-12-14,99.85
C00476,Paid Search,2025-12,2025-12-14,C00476-2,2026-01-07,65.31
C00477,Paid Search,2026-04,2026-04-18,C00477-1,2026-04-18,66.43
C00477,Paid Search,2026-04,2026-04-18,C00477-2,2026-05-27,75.85
C00478,Paid Search,2026-02,2026-02-25,C00478-1,2026-02-25,82.1
C00479,Paid Search,2026-03,2026-03-09,C00479-1,2026-03-09,49.45
C00479,Paid Search,2026-03,2026-03-09,C00479-2,2026-04-11,74.74
C00479,Paid Search,2026-03,2026-03-09,C00479-3,2026-05-18,93.98
C00480,Paid Search,2026-04,2026-04-11,C00480-1,2026-04-11,64.22
C00481,Paid Search,2026-05,2026-05-27,C00481-1,2026-05-27,45.02
C00482,Paid Search,2026-04,2026-04-25,C00482-1,2026-04-25,72.24
C00483,Paid Search,2025-12,2025-12-13,C00483-1,2025-12-13,54.87
C00483,Paid Search,2025-12,2025-12-13,C00483-2,2025-12-28,64.53
C00483,Paid Search,2025-12,2025-12-13,C00483-3,2026-01-30,57.96
C00484,Paid Search,2026-02,2026-02-27,C00484-1,2026-02-27,104.58
C00485,Paid Search,2026-02,2026-02-11,C00485-1,2026-02-11,87.19
C00486,Paid Search,2026-01,2026-01-21,C00486-1,2026-01-21,64.7
C00486,Paid Search,2026-01,2026-01-21,C00486-2,2026-02-23,67.87
C00487,Paid Search,2026-02,2026-02-17,C00487-1,2026-02-17,75.66
C00487,Paid Search,2026-02,2026-02-17,C00487-2,2026-03-13,101.35
C00488,Paid Search,2025-12,2025-12-22,C00488-1,2025-12-22,82.91
C00488,Paid Search,2025-12,2025-12-22,C00488-2,2026-01-24,73.11
C00488,Paid Search,2025-12,2025-12-22,C00488-3,2026-03-22,96.75
C00488,Paid Search,2025-12,2025-12-22,C00488-4,2026-05-01,113.93
C00489,Paid Search,2026-01,2026-01-03,C00489-1,2026-01-03,94.17
C00489,Paid Search,2026-01,2026-01-03,C00489-2,2026-02-03,84.57
C00490,Paid Search,2025-12,2025-12-07,C00490-1,2025-12-07,51.29
C00490,Paid Search,2025-12,2025-12-07,C00490-2,2026-01-14,97.41
C00491,Paid Search,2026-01,2026-01-24,C00491-1,2026-01-24,100.04
C00492,Paid Search,2025-12,2025-12-25,C00492-1,2025-12-25,78.61
C00492,Paid Search,2025-12,2025-12-25,C00492-2,2026-01-20,33.91
C00493,Paid Search,2026-01,2026-01-15,C00493-1,2026-01-15,99.95
C00494,Paid Search,2025-12,2025-12-18,C00494-1,2025-12-18,58.22
C00494,Paid Search,2025-12,2025-12-18,C00494-2,2026-01-20,68.96
C00494,Paid Search,2025-12,2025-12-18,C00494-3,2026-03-17,77.68
C00495,Paid Search,2025-12,2025-12-07,C00495-1,2025-12-07,65.15
C00496,Paid Search,2026-03,2026-03-05,C00496-1,2026-03-05,62.17
C00497,Paid Search,2026-02,2026-02-26,C00497-1,2026-02-26,27.78
C00498,Paid Search,2026-05,2026-05-02,C00498-1,2026-05-02,87.73
C00499,Paid Search,2026-05,2026-05-10,C00499-1,2026-05-10,67.08
C00500,Paid Search,2025-12,2025-12-11,C00500-1,2025-12-11,49.95
C00500,Paid Search,2025-12,2025-12-11,C00500-2,2026-01-13,24.52
C00501,Paid Search,2026-03,2026-03-24,C00501-1,2026-03-24,100.08
C00502,Paid Search,2026-02,2026-02-03,C00502-1,2026-02-03,134.03
C00503,Paid Search,2026-02,2026-02-16,C00503-1,2026-02-16,116.11
C00504,Paid Search,2026-02,2026-02-13,C00504-1,2026-02-13,88.81
C00504,Paid Search,2026-02,2026-02-13,C00504-2,2026-03-13,46.7
C00505,Paid Search,2026-04,2026-04-18,C00505-1,2026-04-18,84.22
C00506,Paid Search,2026-01,2026-01-20,C00506-1,2026-01-20,79.26
C00507,Paid Search,2026-04,2026-04-05,C00507-1,2026-04-05,86.22
C00508,Paid Search,2026-02,2026-02-06,C00508-1,2026-02-06,82.68
C00508,Paid Search,2026-02,2026-02-06,C00508-2,2026-03-16,74.78
C00509,Paid Search,2026-04,2026-04-27,C00509-1,2026-04-27,64.38
C00510,Paid Search,2026-01,2026-01-02,C00510-1,2026-01-02,64.27
C00511,Paid Search,2026-01,2026-01-07,C00511-1,2026-01-07,51.77
C00512,Paid Search,2026-04,2026-04-01,C00512-1,2026-04-01,66.52
C00512,Paid Search,2026-04,2026-04-01,C00512-2,2026-04-08,85.89
C00512,Paid Search,2026-04,2026-04-01,C00512-3,2026-05-12,94.04
C00513,Paid Search,2026-02,2026-02-13,C00513-1,2026-02-13,51.75
C00513,Paid Search,2026-02,2026-02-13,C00513-2,2026-03-22,100.43
C00514,Paid Search,2026-01,2026-01-19,C00514-1,2026-01-19,52.34
C00514,Paid Search,2026-01,2026-01-19,C00514-2,2026-02-14,110.88
C00515,Paid Search,2026-04,2026-04-17,C00515-1,2026-04-17,63.55
C00516,Paid Search,2026-01,2026-01-07,C00516-1,2026-01-07,113.94
C00516,Paid Search,2026-01,2026-01-07,C00516-2,2026-02-17,94.77
C00517,Paid Search,2025-12,2025-12-10,C00517-1,2025-12-10,102.82
C00517,Paid Search,2025-12,2025-12-10,C00517-2,2026-01-08,108.37
C00517,Paid Search,2025-12,2025-12-10,C00517-3,2026-01-31,90.12
C00518,Paid Search,2026-01,2026-01-24,C00518-1,2026-01-24,80.48
C00519,Paid Search,2026-03,2026-03-28,C00519-1,2026-03-28,112.9
C00520,Paid Search,2026-04,2026-04-16,C00520-1,2026-04-16,92.03
C00520,Paid Search,2026-04,2026-04-16,C00520-2,2026-05-09,77.98
C00521,Paid Search,2026-04,2026-04-09,C00521-1,2026-04-09,52.07
C00522,Paid Search,2026-02,2026-02-13,C00522-1,2026-02-13,52.4
C00523,Paid Search,2026-03,2026-03-10,C00523-1,2026-03-10,106.89
C00523,Paid Search,2026-03,2026-03-10,C00523-2,2026-04-12,82.26
C00524,Paid Search,2026-01,2026-01-01,C00524-1,2026-01-01,60.95
C00524,Paid Search,2026-01,2026-01-01,C00524-2,2026-02-05,61.01
C00524,Paid Search,2026-01,2026-01-01,C00524-3,2026-04-04,106.31
C00525,Paid Search,2026-03,2026-03-11,C00525-1,2026-03-11,77.43
C00526,Paid Search,2026-04,2026-04-06,C00526-1,2026-04-06,101.8
C00526,Paid Search,2026-04,2026-04-06,C00526-2,2026-04-23,81.38
C00527,Paid Search,2026-04,2026-04-01,C00527-1,2026-04-01,66.61
C00528,Paid Search,2026-02,2026-02-03,C00528-1,2026-02-03,82.9
C00529,Paid Search,2026-01,2026-01-04,C00529-1,2026-01-04,95.0
C00529,Paid Search,2026-01,2026-01-04,C00529-2,2026-01-30,54.58
C00530,Paid Search,2026-05,2026-05-25,C00530-1,2026-05-25,73.15
C00531,Direct,2026-05,2026-05-07,C00531-1,2026-05-07,73.34
C00532,Direct,2026-05,2026-05-06,C00532-1,2026-05-06,66.14
C00533,Direct,2026-02,2026-02-06,C00533-1,2026-02-06,76.01
C00533,Direct,2026-02,2026-02-06,C00533-2,2026-03-13,98.88
C00533,Direct,2026-02,2026-02-06,C00533-3,2026-04-21,86.73
C00534,Direct,2026-01,2026-01-25,C00534-1,2026-01-25,50.02
C00535,Direct,2026-01,2026-01-26,C00535-1,2026-01-26,59.35
C00536,Direct,2026-04,2026-04-15,C00536-1,2026-04-15,50.09
C00537,Direct,2026-03,2026-03-26,C00537-1,2026-03-26,69.45
C00538,Direct,2026-04,2026-04-04,C00538-1,2026-04-04,59.82
C00539,Direct,2026-05,2026-05-18,C00539-1,2026-05-18,41.28
C00540,Direct,2026-01,2026-01-12,C00540-1,2026-01-12,64.35
C00540,Direct,2026-01,2026-01-12,C00540-2,2026-03-07,87.24
C00541,Direct,2026-02,2026-02-04,C00541-1,2026-02-04,61.18
C00542,Direct,2025-12,2025-12-12,C00542-1,2025-12-12,57.45
C00543,Direct,2026-05,2026-05-22,C00543-1,2026-05-22,99.56
C00544,Direct,2026-02,2026-02-15,C00544-1,2026-02-15,75.05
C00545,Direct,2026-02,2026-02-18,C00545-1,2026-02-18,114.22
C00546,Direct,2026-01,2026-01-27,C00546-1,2026-01-27,77.84
C00546,Direct,2026-01,2026-01-27,C00546-2,2026-02-23,78.55
C00547,Direct,2026-05,2026-05-22,C00547-1,2026-05-22,84.78
C00547,Direct,2026-05,2026-05-22,C00547-2,2026-05-31,50.44
C00548,Direct,2026-03,2026-03-21,C00548-1,2026-03-21,108.77
C00549,Direct,2026-05,2026-05-25,C00549-1,2026-05-25,73.84
C00550,Direct,2026-01,2026-01-09,C00550-1,2026-01-09,103.34
C00550,Direct,2026-01,2026-01-09,C00550-2,2026-02-18,122.93
C00550,Direct,2026-01,2026-01-09,C00550-3,2026-04-01,79.33
C00551,Direct,2026-02,2026-02-11,C00551-1,2026-02-11,87.29
C00552,Direct,2025-12,2025-12-16,C00552-1,2025-12-16,80.63
C00553,Direct,2026-01,2026-01-01,C00553-1,2026-01-01,115.33
C00554,Direct,2026-01,2026-01-09,C00554-1,2026-01-09,89.26
C00555,Direct,2026-02,2026-02-02,C00555-1,2026-02-02,102.88
C00556,Direct,2025-12,2025-12-12,C00556-1,2025-12-12,97.26
C00557,Direct,2026-01,2026-01-13,C00557-1,2026-01-13,82.22
C00557,Direct,2026-01,2026-01-13,C00557-2,2026-02-18,100.93
C00557,Direct,2026-01,2026-01-13,C00557-3,2026-04-08,44.23
C00558,Direct,2026-01,2026-01-10,C00558-1,2026-01-10,97.24
C00558,Direct,2026-01,2026-01-10,C00558-2,2026-02-14,95.1
C00559,Direct,2026-03,2026-03-05,C00559-1,2026-03-05,108.54
C00559,Direct,2026-03,2026-03-05,C00559-2,2026-04-12,60.85
C00560,Direct,2026-05,2026-05-25,C00560-1,2026-05-25,39.99
C00561,Direct,2026-02,2026-02-21,C00561-1,2026-02-21,114.89
C00561,Direct,2026-02,2026-02-21,C00561-2,2026-03-23,84.82
C00562,Direct,2026-05,2026-05-07,C00562-1,2026-05-07,53.48
C00563,Direct,2026-01,2026-01-21,C00563-1,2026-01-21,59.24
C00564,Direct,2025-12,2025-12-04,C00564-1,2025-12-04,89.26
C00565,Direct,2025-12,2025-12-10,C00565-1,2025-12-10,94.53
C00565,Direct,2025-12,2025-12-10,C00565-2,2026-01-03,90.01
C00566,Direct,2026-04,2026-04-10,C00566-1,2026-04-10,90.51
C00566,Direct,2026-04,2026-04-10,C00566-2,2026-05-05,85.55
C00567,Direct,2026-05,2026-05-26,C00567-1,2026-05-26,34.98
C00568,Direct,2026-02,2026-02-25,C00568-1,2026-02-25,82.08
C00569,Direct,2026-04,2026-04-28,C00569-1,2026-04-28,75.21
C00570,Direct,2026-04,2026-04-09,C00570-1,2026-04-09,68.58
C00571,Direct,2026-05,2026-05-15,C00571-1,2026-05-15,52.04
C00572,Direct,2026-03,2026-03-03,C00572-1,2026-03-03,66.29
C00572,Direct,2026-03,2026-03-03,C00572-2,2026-04-05,108.61
C00572,Direct,2026-03,2026-03-03,C00572-3,2026-04-12,82.08
C00573,Direct,2026-03,2026-03-25,C00573-1,2026-03-25,71.58
C00573,Direct,2026-03,2026-03-25,C00573-2,2026-04-30,147.81
C00574,Direct,2026-01,2026-01-17,C00574-1,2026-01-17,86.07
C00574,Direct,2026-01,2026-01-17,C00574-2,2026-02-26,80.34
C00575,Direct,2026-03,2026-03-06,C00575-1,2026-03-06,5.49
C00576,Direct,2026-01,2026-01-11,C00576-1,2026-01-11,107.79
C00576,Direct,2026-01,2026-01-11,C00576-2,2026-01-21,67.77
C00577,Direct,2026-03,2026-03-02,C00577-1,2026-03-02,95.6
C00578,Direct,2025-12,2025-12-17,C00578-1,2025-12-17,86.46
C00579,Direct,2026-02,2026-02-27,C00579-1,2026-02-27,95.07
C00580,Direct,2026-01,2026-01-22,C00580-1,2026-01-22,83.41
C00581,Direct,2026-05,2026-05-02,C00581-1,2026-05-02,72.06
C00581,Direct,2026-05,2026-05-02,C00581-2,2026-05-16,90.43
C00582,Direct,2026-02,2026-02-10,C00582-1,2026-02-10,44.36
C00582,Direct,2026-02,2026-02-10,C00582-2,2026-03-13,105.92
C00583,Direct,2026-03,2026-03-26,C00583-1,2026-03-26,78.79
C00583,Direct,2026-03,2026-03-26,C00583-2,2026-04-24,69.7
C00584,Direct,2026-04,2026-04-24,C00584-1,2026-04-24,92.56
C00585,Direct,2026-05,2026-05-09,C00585-1,2026-05-09,89.55
C00586,Direct,2026-01,2026-01-10,C00586-1,2026-01-10,107.69
C00587,Direct,2026-04,2026-04-24,C00587-1,2026-04-24,84.84
C00588,Direct,2026-03,2026-03-28,C00588-1,2026-03-28,49.44
C00589,Direct,2026-03,2026-03-12,C00589-1,2026-03-12,60.79
C00589,Direct,2026-03,2026-03-12,C00589-2,2026-04-18,68.66
C00590,Direct,2026-02,2026-02-06,C00590-1,2026-02-06,37.59
C00590,Direct,2026-02,2026-02-06,C00590-2,2026-03-29,91.07
C00591,Direct,2026-03,2026-03-09,C00591-1,2026-03-09,64.17
C00592,Direct,2026-04,2026-04-08,C00592-1,2026-04-08,68.92
C00592,Direct,2026-04,2026-04-08,C00592-2,2026-05-14,78.95
C00593,Direct,2026-01,2026-01-08,C00593-1,2026-01-08,77.45
C00594,Direct,2026-04,2026-04-08,C00594-1,2026-04-08,50.89
C00595,Direct,2026-04,2026-04-20,C00595-1,2026-04-20,121.42
C00596,Direct,2026-03,2026-03-21,C00596-1,2026-03-21,104.29
C00596,Direct,2026-03,2026-03-21,C00596-2,2026-04-27,114.19
C00597,Direct,2026-05,2026-05-24,C00597-1,2026-05-24,75.29
C00598,Direct,2026-01,2026-01-17,C00598-1,2026-01-17,89.72
C00598,Direct,2026-01,2026-01-17,C00598-2,2026-03-02,87.73
C00598,Direct,2026-01,2026-01-17,C00598-3,2026-04-05,71.92
C00599,Direct,2026-04,2026-04-22,C00599-1,2026-04-22,109.22
C00599,Direct,2026-04,2026-04-22,C00599-2,2026-05-18,52.82
C00600,Direct,2026-05,2026-05-18,C00600-1,2026-05-18,78.86
C00601,Direct,2026-03,2026-03-23,C00601-1,2026-03-23,66.47
C00602,Direct,2026-01,2026-01-17,C00602-1,2026-01-17,110.73
C00603,Direct,2026-01,2026-01-02,C00603-1,2026-01-02,106.85
C00604,Direct,2026-02,2026-02-01,C00604-1,2026-02-01,117.85
C00604,Direct,2026-02,2026-02-01,C00604-2,2026-02-24,100.52
C00604,Direct,2026-02,2026-02-01,C00604-3,2026-04-02,104.27
C00605,Direct,2026-05,2026-05-15,C00605-1,2026-05-15,54.48
C00606,Direct,2026-03,2026-03-19,C00606-1,2026-03-19,130.58
C00607,Direct,2025-12,2025-12-15,C00607-1,2025-12-15,53.64
C00607,Direct,2025-12,2025-12-15,C00607-2,2026-01-22,36.25
C00608,Direct,2025-12,2025-12-16,C00608-1,2025-12-16,107.06
C00608,Direct,2025-12,2025-12-16,C00608-2,2026-01-24,111.61
C00608,Direct,2025-12,2025-12-16,C00608-3,2026-02-13,81.55
C00609,Direct,2026-05,2026-05-06,C00609-1,2026-05-06,66.45
C00610,Direct,2026-03,2026-03-05,C00610-1,2026-03-05,110.8
C00611,Direct,2026-01,2026-01-18,C00611-1,2026-01-18,83.0
C00612,Direct,2026-04,2026-04-21,C00612-1,2026-04-21,42.05
C00613,Direct,2026-01,2026-01-03,C00613-1,2026-01-03,76.75
C00613,Direct,2026-01,2026-01-03,C00613-2,2026-02-18,70.8
C00614,Direct,2026-05,2026-05-12,C00614-1,2026-05-12,110.64
C00615,Direct,2025-12,2025-12-07,C00615-1,2025-12-07,49.74
C00616,Direct,2026-03,2026-03-27,C00616-1,2026-03-27,80.34
C00616,Direct,2026-03,2026-03-27,C00616-2,2026-04-22,88.55
C00616,Direct,2026-03,2026-03-27,C00616-3,2026-05-13,109.94
C00617,Direct,2026-01,2026-01-21,C00617-1,2026-01-21,92.27
C00618,Direct,2025-12,2025-12-05,C00618-1,2025-12-05,59.85
C00619,Direct,2026-01,2026-01-17,C00619-1,2026-01-17,135.37
C00619,Direct,2026-01,2026-01-17,C00619-2,2026-02-22,100.71
C00620,Direct,2026-03,2026-03-18,C00620-1,2026-03-18,77.29
C00620,Direct,2026-03,2026-03-18,C00620-2,2026-04-09,111.99
C00621,Paid Social,2026-03,2026-03-20,C00621-1,2026-03-20,80.81
C00622,Paid Social,2026-01,2026-01-09,C00622-1,2026-01-09,66.5
C00623,Paid Social,2026-03,2026-03-08,C00623-1,2026-03-08,69.98
C00624,Paid Social,2026-05,2026-05-14,C00624-1,2026-05-14,38.05
C00625,Paid Social,2026-03,2026-03-15,C00625-1,2026-03-15,57.0
C00626,Paid Social,2026-02,2026-02-02,C00626-1,2026-02-02,68.66
C00627,Paid Social,2026-01,2026-01-12,C00627-1,2026-01-12,51.08
C00628,Paid Social,2026-03,2026-03-01,C00628-1,2026-03-01,64.44
C00629,Paid Social,2026-05,2026-05-18,C00629-1,2026-05-18,76.78
C00630,Paid Social,2026-05,2026-05-04,C00630-1,2026-05-04,59.87
C00631,Paid Social,2026-05,2026-05-07,C00631-1,2026-05-07,65.19
C00632,Paid Social,2025-12,2025-12-16,C00632-1,2025-12-16,83.04
C00633,Paid Social,2026-04,2026-04-13,C00633-1,2026-04-13,67.37
C00633,Paid Social,2026-04,2026-04-13,C00633-2,2026-05-29,51.15
C00634,Paid Social,2026-03,2026-03-23,C00634-1,2026-03-23,84.7
C00635,Paid Social,2026-01,2026-01-11,C00635-1,2026-01-11,82.61
C00636,Paid Social,2026-04,2026-04-15,C00636-1,2026-04-15,62.84
C00637,Paid Social,2025-12,2025-12-11,C00637-1,2025-12-11,59.47
C00638,Paid Social,2026-02,2026-02-23,C00638-1,2026-02-23,62.5
C00639,Paid Social,2025-12,2025-12-17,C00639-1,2025-12-17,101.37
C00639,Paid Social,2025-12,2025-12-17,C00639-2,2026-01-21,93.96
C00640,Paid Social,2026-02,2026-02-19,C00640-1,2026-02-19,62.92
C00640,Paid Social,2026-02,2026-02-19,C00640-2,2026-03-22,78.14
C00641,Paid Social,2025-12,2025-12-13,C00641-1,2025-12-13,49.34
C00641,Paid Social,2025-12,2025-12-13,C00641-2,2026-01-09,72.77
C00642,Paid Social,2026-02,2026-02-21,C00642-1,2026-02-21,89.13
C00643,Paid Social,2026-05,2026-05-18,C00643-1,2026-05-18,39.28
C00644,Paid Social,2025-12,2025-12-07,C00644-1,2025-12-07,66.63
C00645,Paid Social,2026-02,2026-02-13,C00645-1,2026-02-13,78.7
C00646,Paid Social,2026-02,2026-02-17,C00646-1,2026-02-17,64.11
C00647,Paid Social,2026-01,2026-01-28,C00647-1,2026-01-28,34.23
C00648,Paid Social,2026-02,2026-02-20,C00648-1,2026-02-20,88.78
C00649,Paid Social,2025-12,2025-12-01,C00649-1,2025-12-01,61.41
C00649,Paid Social,2025-12,2025-12-01,C00649-2,2025-12-28,76.8
C00650,Paid Social,2025-12,2025-12-18,C00650-1,2025-12-18,65.5
C00650,Paid Social,2025-12,2025-12-18,C00650-2,2026-01-20,77.86
C00650,Paid Social,2025-12,2025-12-18,C00650-3,2026-03-03,56.05
C00651,Paid Social,2026-05,2026-05-19,C00651-1,2026-05-19,71.62
C00652,Paid Social,2025-12,2025-12-26,C00652-1,2025-12-26,58.65
C00652,Paid Social,2025-12,2025-12-26,C00652-2,2026-01-29,66.16
C00652,Paid Social,2025-12,2025-12-26,C00652-3,2026-02-25,58.96
C00653,Paid Social,2026-01,2026-01-22,C00653-1,2026-01-22,71.86
C00654,Paid Social,2026-01,2026-01-24,C00654-1,2026-01-24,62.99
C00655,Paid Social,2026-03,2026-03-22,C00655-1,2026-03-22,109.11
C00656,Paid Social,2026-03,2026-03-07,C00656-1,2026-03-07,43.25
C00656,Paid Social,2026-03,2026-03-07,C00656-2,2026-03-23,92.21
C00657,Paid Social,2026-05,2026-05-22,C00657-1,2026-05-22,35.61
C00658,Paid Social,2026-02,2026-02-22,C00658-1,2026-02-22,51.17
C00659,Paid Social,2026-03,2026-03-15,C00659-1,2026-03-15,83.15
C00660,Paid Social,2026-04,2026-04-19,C00660-1,2026-04-19,77.19
C00661,Paid Social,2026-03,2026-03-10,C00661-1,2026-03-10,65.16
C00662,Paid Social,2026-03,2026-03-20,C00662-1,2026-03-20,76.19
C00663,Paid Social,2026-05,2026-05-02,C00663-1,2026-05-02,82.6
C00664,Paid Social,2026-05,2026-05-02,C00664-1,2026-05-02,49.54
C00665,Paid Social,2026-02,2026-02-23,C00665-1,2026-02-23,73.72
C00666,Paid Social,2026-01,2026-01-26,C00666-1,2026-01-26,97.07
C00667,Paid Social,2026-02,2026-02-11,C00667-1,2026-02-11,42.92
C00668,Paid Social,2026-04,2026-04-15,C00668-1,2026-04-15,62.89
C00668,Paid Social,2026-04,2026-04-15,C00668-2,2026-05-18,99.23
C00669,Paid Social,2026-02,2026-02-15,C00669-1,2026-02-15,65.0
C00670,Paid Social,2026-05,2026-05-04,C00670-1,2026-05-04,78.53
C00671,Paid Social,2025-12,2025-12-15,C00671-1,2025-12-15,43.27
C00672,Paid Social,2026-03,2026-03-27,C00672-1,2026-03-27,72.56
C00672,Paid Social,2026-03,2026-03-27,C00672-2,2026-04-18,71.2
C00673,Paid Social,2026-01,2026-01-21,C00673-1,2026-01-21,51.28
C00673,Paid Social,2026-01,2026-01-21,C00673-2,2026-02-19,55.89
C00674,Paid Social,2026-03,2026-03-27,C00674-1,2026-03-27,72.4
C00674,Paid Social,2026-03,2026-03-27,C00674-2,2026-05-23,74.71
C00675,Paid Social,2026-01,2026-01-12,C00675-1,2026-01-12,58.5
C00676,Paid Social,2026-02,2026-02-09,C00676-1,2026-02-09,28.57
C00677,Paid Social,2025-12,2025-12-20,C00677-1,2025-12-20,59.46
C00678,Paid Social,2025-12,2025-12-20,C00678-1,2025-12-20,92.0
C00678,Paid Social,2025-12,2025-12-20,C00678-2,2026-01-25,70.84
C00679,Paid Social,2026-01,2026-01-27,C00679-1,2026-01-27,67.09
C00680,Paid Social,2025-12,2025-12-01,C00680-1,2025-12-01,71.67
C00681,Paid Social,2026-04,2026-04-11,C00681-1,2026-04-11,73.94
C00681,Paid Social,2026-04,2026-04-11,C00681-2,2026-05-31,63.73
C00682,Paid Social,2026-04,2026-04-24,C00682-1,2026-04-24,53.68
C00683,Paid Social,2025-12,2025-12-14,C00683-1,2025-12-14,48.86
C00683,Paid Social,2025-12,2025-12-14,C00683-2,2026-01-07,92.35
C00684,Paid Social,2026-02,2026-02-10,C00684-1,2026-02-10,40.82
C00685,Paid Social,2026-02,2026-02-01,C00685-1,2026-02-01,50.29
C00686,Paid Social,2025-12,2025-12-12,C00686-1,2025-12-12,49.11
C00686,Paid Social,2025-12,2025-12-12,C00686-2,2026-01-12,73.42
C00687,Paid Social,2026-05,2026-05-12,C00687-1,2026-05-12,64.36
C00688,Paid Social,2026-05,2026-05-05,C00688-1,2026-05-05,89.92
C00689,Paid Social,2026-04,2026-04-07,C00689-1,2026-04-07,73.6
C00689,Paid Social,2026-04,2026-04-07,C00689-2,2026-05-15,65.49
C00690,Paid Social,2026-02,2026-02-17,C00690-1,2026-02-17,47.01
C00690,Paid Social,2026-02,2026-02-17,C00690-2,2026-03-17,91.47
C00690,Paid Social,2026-02,2026-02-17,C00690-3,2026-04-24,71.43
C00691,Paid Social,2026-03,2026-03-09,C00691-1,2026-03-09,79.82
C00692,Paid Social,2026-02,2026-02-19,C00692-1,2026-02-19,66.2
C00693,Paid Social,2026-02,2026-02-16,C00693-1,2026-02-16,65.37
C00694,Paid Social,2026-04,2026-04-13,C00694-1,2026-04-13,22.95
C00694,Paid Social,2026-04,2026-04-13,C00694-2,2026-04-30,70.78
C00695,Paid Social,2026-01,2026-01-15,C00695-1,2026-01-15,70.56
C00696,Paid Social,2026-03,2026-03-08,C00696-1,2026-03-08,99.26
C00697,Paid Social,2025-12,2025-12-07,C00697-1,2025-12-07,41.46
C00698,Paid Social,2026-03,2026-03-23,C00698-1,2026-03-23,84.92
C00699,Paid Social,2026-03,2026-03-08,C00699-1,2026-03-08,72.19
C00700,Paid Social,2026-05,2026-05-27,C00700-1,2026-05-27,70.82
C00701,Paid Social,2026-05,2026-05-21,C00701-1,2026-05-21,66.37
C00702,Paid Social,2026-04,2026-04-07,C00702-1,2026-04-07,85.68
C00703,Paid Social,2026-04,2026-04-14,C00703-1,2026-04-14,38.08
C00704,Paid Social,2026-05,2026-05-03,C00704-1,2026-05-03,63.19
C00705,Paid Social,2026-03,2026-03-06,C00705-1,2026-03-06,94.45
C00705,Paid Social,2026-03,2026-03-06,C00705-2,2026-04-18,67.04
C00706,Paid Social,2026-04,2026-04-26,C00706-1,2026-04-26,53.61
C00707,Paid Social,2026-02,2026-02-03,C00707-1,2026-02-03,72.7
C00708,Paid Social,2026-01,2026-01-10,C00708-1,2026-01-10,49.62
C00709,Paid Social,2026-01,2026-01-09,C00709-1,2026-01-09,55.98
C00710,Paid Social,2025-12,2025-12-14,C00710-1,2025-12-14,51.1
C00711,Paid Social,2026-05,2026-05-01,C00711-1,2026-05-01,77.76
C00712,Paid Social,2026-02,2026-02-01,C00712-1,2026-02-01,42.34
C00713,Paid Social,2026-05,2026-05-10,C00713-1,2026-05-10,83.84
C00714,Paid Social,2026-02,2026-02-13,C00714-1,2026-02-13,92.28
C00715,Paid Social,2026-05,2026-05-20,C00715-1,2026-05-20,40.62
C00716,Paid Social,2026-01,2026-01-22,C00716-1,2026-01-22,45.06
C00717,Paid Social,2026-01,2026-01-18,C00717-1,2026-01-18,71.98
C00717,Paid Social,2026-01,2026-01-18,C00717-2,2026-03-20,70.88
